,block_soc_mc_1,block_soc_mc_2,block_soc_mc_3,block_soc_mc_4,block_soc_mc_5,block_soc_mc_6,block_soc_mc_7,block_soc_mc_8,block_soc_mc_9,block_soc_mc_10,block_soc_mc_11,block_soc_mc_12,block_soc_mc_13,block_soc_mc_14,block_soc_mc_15,block_soc_mc_16,block_soc_mc_17,block_soc_mc_18,block_soc_mc_19,block_soc_mc_20,block_soc_mc_21,block_soc_mc_22,block_soc_mc_23,block_soc_mc_24,block_soc_mc_25,block_soc_mc_26,block_soc_mc_27,block_soc_mc_28,block_soc_mc_29,block_soc_mc_30,block_soc_mc_31,block_soc_mc_32,block_soc_mc_33,block_soc_mc_34,block_soc_mc_35,block_soc_mc_36
Episode 222,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145,486.951683009145
Episode 223,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868,1449.975786367868
Episode 224,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073,3899.868182381073
Episode 225,70.22776245229673,70.22776245229673,70.22776245229673,351.1388122614836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 226,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487,510.78217601559487
Episode 227,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507,3119.9350848006507
Episode 228,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248,479.3352404169248
Episode 229,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149,289.6810253510149
Episode 230,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889,801.4123443206889
Episode 231,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718,242.446049001718
Episode 232,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157,653.0753082532157
Episode 233,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579,144.028674529579
Episode 234,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697,204.82179930236697
Episode 235,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245,49.27143099514245
Episode 236,75.16924989659026,75.16924989659026,75.16924989659026,375.8462494829513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 237,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604,233.2137180100604
Episode 238,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375,389.3561411606375
Episode 239,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264,658.9868789253264
Episode 240,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663,1365.6878373859663
Episode 241,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736,192.00028358466736
Episode 242,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541,46.61149640218541
Episode 243,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898,526.8506739246898
Episode 244,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846,331.20274276552846
Episode 245,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946,269.4368803178946
Episode 246,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347,200.16667953586347
Episode 247,1276.851162764195,1276.851162764195,1596.0639534552438,6384.255813820975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 248,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193,4162.469667839193
Episode 249,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912,1744.8224637517912
Episode 250,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071,635.3210315339071
Episode 251,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567,10333.424038767567
Episode 252,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226,545.7298605852226
Episode 253,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292,27.83711506252292
Episode 254,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745,364.80863058448745
Episode 255,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149,692.2613340562149
Episode 256,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704,735.7334728425704
Episode 257,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681,1384.438492102681
Episode 258,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,112.94948020356848,188.2491336726141,564.7474010178423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 259,358.6740052880441,358.6740052880441,597.7900088134068,1793.3700264402205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 260,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886,973.1168286979886
Episode 261,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963,1470.2615971658963
Episode 262,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045,488.2452373445045
Episode 263,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604,2175.406840302604
Episode 264,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678,333.5774343327678
Episode 265,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277,1397.3735136024277
Episode 266,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897,316.1555025160897
Episode 267,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584,271.07555963652584
Episode 268,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967,372.1568005442967
Episode 269,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557,214.729726490557
