,time_step 1,time_step 2,time_step 3,time_step 4,time_step 5,time_step 6,time_step 7,time_step 8,time_step 9,time_step 10,time_step 11,time_step 12,time_step 13,time_step 14,time_step 15,time_step 16,time_step 17,time_step 18,time_step 19,time_step 20,time_step 21,time_step 22,time_step 23,time_step 24,time_step 25,time_step 26,time_step 27,time_step 28,time_step 29,time_step 30,time_step 31,time_step 32,time_step 33,time_step 34,time_step 35,time_step 36
Episode 21,4595.242273,4621.910556,4646.182518,4670.423997,4692.605593,4716.21703,4744.113581,4767.060252,4794.353451,4817.052516,4833.554558,4858.202814,4878.870756,4901.257538,4920.095835,4939.039044,4961.311175,4981.726455,5000.430879,5017.524262,5039.772381,5057.281584,5076.980197,5095.098222,5114.864955,5131.043592,5150.455046,5168.566209,5191.471635,5209.960874,5229.37693,5249.860296,5271.430652,5283.824883,5303.359554,5319.582726
Episode 22,4619.988599,4644.578805,4668.915825,4692.793676,4717.24886,4742.508085,4766.460508,4792.02188,4813.469378,4833.099372,4855.051573,4875.91028,4897.559953,4917.546299,4937.999753,4959.50409,4980.096295,5000.33051,5020.018972,5041.599923,5059.724263,5078.660064,5097.263154,5116.089095,5133.907389,5153.031526,5171.46441,5191.660912,5210.105243,5228.924263,5248.275873,5267.845644,5281.695596,5297.961439,5313.447585,5327.760183
Episode 23,4644.055109,4669.637866,4692.668875,4716.476422,4743.787907,4766.957268,4794.003296,4816.570678,4833.498773,4857.846002,4878.557686,4900.889145,4919.854804,4938.945256,4961.154731,4981.590493,5000.422785,5017.719397,5039.911411,5057.462745,5077.10191,5095.251746,5114.950057,5131.239058,5150.627924,5168.757608,5191.483951,5209.970138,5229.348256,5249.761148,5271.208873,5283.694574,5303.032549,5319.214637,5333.066603,5349.84766
Episode 24,3638.218066,3614.003685,3598.054082,3583.400684,3564.031386,3545.654409,3534.978048,3523.848781,3502.057086,3486.804318,3469.350229,3454.236491,3441.636009,3426.955362,3413.901412,3406.58028,3391.145449,3381.674431,3372.550906,3367.383578,3358.331442,3348.360798,3341.611785,3327.364112,3320.694752,3312.677972,3308.45676,3304.933491,3302.200012,3295.09239,3290.007314,3280.532248,3281.803599,3269.52596,3267.924958,3260.421535
Episode 25,4668.3149,4692.67459,4716.32222,4744.159418,4767.124154,4794.722505,4817.751192,4833.655745,4858.969674,4879.640606,4902.2691,4920.821809,4939.344718,4961.857057,4982.230045,5000.462481,5016.725821,5039.179094,5056.47866,5076.421905,5094.371649,5114.450509,5130.066362,5149.569579,5167.563717,5191.405776,5209.91037,5229.536073,5250.419876,5272.702146,5284.583037,5305.288609,5321.782602,5335.431426,5352.768696,5365.132939
Episode 26,4692.87429,4716.49808,4744.184487,4767.184399,4795.070326,4818.398832,4833.748059,4859.659927,4880.325858,4903.161184,4921.45707,4939.610437,4962.328912,4982.66322,5000.489549,5016.044496,5038.674504,5055.797782,5075.949723,5093.758599,5114.10157,5129.245193,5148.826843,5166.724189,5191.350706,5209.868197,5229.668793,5250.885997,5273.760118,5285.21323,5306.890545,5323.607802,5337.113776,5354.848506,5366.849657,5380.062353
Episode 27,4717.707784,4743.703704,4767.110541,4794.96801,4818.403523,4833.761926,4859.819978,4880.520454,4903.446473,4921.676729,4939.707528,4962.508531,4982.833402,5000.500452,5015.76442,5038.463574,5055.509129,5075.747137,5093.492856,5113.948956,5128.883222,5148.497176,5166.349266,5191.325977,5209.849165,5229.728953,5251.09814,5274.243405,5285.502078,5307.627071,5324.449377,5337.891533,5355.812363,5367.647052,5380.747617,5393.410434
Episode 28,4741.778084,4766.985519,4794.973186,4818.763044,4833.833755,4860.436583,4881.179242,4904.343349,4922.334655,4939.988548,4963.015316,4983.304151,5000.53014,5015.011585,5037.902642,5054.748417,5075.217357,5092.802546,5113.554822,5127.9532,5147.654002,5165.394231,5191.263215,5209.801023,5229.880684,5251.63174,5275.455998,5286.225165,5309.466986,5326.547649,5339.827216,5358.20722,5369.625239,5382.445171,5394.759372,5405.759746
Episode 29,4766.183823,4794.064287,4818.043846,4833.780997,4860.22383,4881.071979,4904.290209,4922.3391,4940.003199,4963.058426,4983.35591,5000.533981,5014.90252,5037.814273,5054.620576,5075.12363,5092.675203,5113.479547,5127.770304,5147.483989,5165.197462,5191.250038,5209.790747,5229.91355,5251.748842,5275.72525,5286.387431,5309.883856,5327.027223,5340.273172,5358.763014,5370.087435,5382.844271,5395.078342,5405.9656,5431.413601
Episode 30,4790.935203,4816.327433,4833.637477,4859.4533,4880.464218,4903.62268,4921.922072,4939.845979,4962.80184,4983.136255,5000.521038,5015.212405,5038.0341,5054.906303,5075.315381,5092.917045,5113.613698,5128.078809,5147.757303,5165.50066,5191.269591,5209.80549,5229.867804,5251.590256,5275.36959,5286.177911,5309.356692,5326.432279,5339.72963,5358.096592,5369.541592,5382.379553,5394.711789,5405.731931,5430.833198,5445.440757
Episode 31,4811.786751,4833.217102,4856.57184,4877.711666,4900.119302,4919.465036,4938.829656,4961.012563,4981.504909,5000.419674,5017.751861,5039.907311,5057.425259,5077.057029,5095.172347,5114.894402,5131.086484,5150.472655,5168.564738,5191.470279,5209.958966,5229.385416,5249.898038,5271.532788,5283.894722,5303.558145,5319.831152,5333.64992,5350.586036,5363.346469,5377.070247,5390.497973,5403.030031,5424.085104,5438.635697,5447.06786
