,time_step 1,time_step 2,time_step 3,time_step 4,time_step 5,time_step 6,time_step 7,time_step 8,time_step 9,time_step 10,time_step 11,time_step 12,time_step 13,time_step 14,time_step 15,time_step 16,time_step 17,time_step 18,time_step 19,time_step 20,time_step 21,time_step 22,time_step 23,time_step 24,time_step 25,time_step 26,time_step 27,time_step 28,time_step 29,time_step 30,time_step 31,time_step 32,time_step 33,time_step 34,time_step 35,time_step 36
Episode 92,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 93,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 94,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 95,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 96,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 97,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 98,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 99,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 100,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 101,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 102,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 103,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 104,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 105,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 106,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 107,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 108,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 109,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 110,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 111,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 112,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 113,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 114,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 115,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 116,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 117,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 118,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 119,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 120,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 121,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 122,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 123,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 124,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 125,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 126,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 127,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 128,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 129,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 130,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 131,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 132,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 133,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 134,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 135,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 136,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 137,0,0,0,0,0,0,0,0,0,0,0,0,24.507,1974.149247,1974.149247,1974.149247,1974.149247,1974.149247,1971.149247,283.67172,276.6031123,200,200,199.91,110.704,105.352,100,100,100,100,100,100.918192,33.87777243,25.59305808,104,98.88339649
Episode 138,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 139,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 140,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 141,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 142,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 143,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 144,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 145,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 146,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 147,12.11575817,18.80393861,19.92773868,19.92773868,15.46091243,12.11575817,7.5,0.971629145,0.608133503,0.608133503,0.630310055,0.630310055,0.630310055,0.639468872,2.331000333,2.336095745,15.03370545,23.91063901,26.92936099,28.587,34.64814759,28.38379194,30,27.1330894,25.42,24.149,24.587,24.587,19.91,26.06920745,24.587,23.235,18.572,18.572,23.235,23.235
Episode 148,0,0,0,2.003315033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.30699796,20.78230559,20.4760342,21.88696882,24.79316782,25.334,25.816,25.334,25.334,25.42,31.23532284,26.334,25.334,20.70108665,12.32366952,14.00183328,19.13218079,19.13218079
Episode 149,0,0,0,0,0,2.333590328,0,0,0,0,0,0,0,0,0,0,0,6.02974284,23.97612214,39.42323281,22.52181233,23.48397925,23.48397925,25.42,23.358,25.816,24.224,23.358,28.41604772,22.798,22.798,25.30354473,18.017,18.61864392,4,3
Episode 150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 160,0,0,0,0,0,2.333590328,0,0,0,0,0,0,0,0,0,0,0,6.02974284,23.97612214,39.42323281,22.52181233,23.48397925,23.48397925,25.42,23.358,25.816,24.224,23.358,28.41604772,22.798,22.798,25.30354473,18.017,18.61864392,4,3
Episode 161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 171,0,0,0,0,0,2.333590328,0,0,0,0,0,0,0,0,0,0,0,6.02974284,23.97612214,39.42323281,22.52181233,23.48397925,23.48397925,25.42,23.358,25.816,24.224,23.358,28.41604772,22.798,22.798,25.30354473,18.017,18.61864392,4,3
Episode 172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 182,0,0,0,0,0,2.333590328,0,0,0,0,0,0,0,0,0,0,0,6.02974284,23.97612214,39.42323281,22.52181233,23.48397925,23.48397925,25.42,23.358,25.816,24.224,23.358,28.41604772,22.798,22.798,25.30354473,18.017,18.61864392,4,3
Episode 183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
Episode 186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586309602,20.89396293,21.87030769,21.57206703,24.58299195,25.42,25.42,25.6405243,25.6405243,25.6405243,25.816,26.6405243,25.42,19.3577775,0.001029417,0.496277916,17.78723919,17.40695559
