,block_ch_mq_1,block_ch_mq_2,block_ch_mq_3,block_ch_mq_4,block_ch_mq_5,block_ch_mq_6,block_ch_mq_7,block_ch_mq_8,block_ch_mq_9,block_ch_mq_10,block_ch_mq_11,block_ch_mq_12,block_ch_mq_13,block_ch_mq_14,block_ch_mq_15,block_ch_mq_16,block_ch_mq_17,block_ch_mq_18,block_ch_mq_19,block_ch_mq_20,block_ch_mq_21,block_ch_mq_22,block_ch_mq_23,block_ch_mq_24,block_ch_mq_25,block_ch_mq_26,block_ch_mq_27,block_ch_mq_28,block_ch_mq_29,block_ch_mq_30,block_ch_mq_31,block_ch_mq_32,block_ch_mq_33,block_ch_mq_34,block_ch_mq_35,block_ch_mq_36
Episode 166,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681,468.81276994681
Episode 167,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606,469.82105363253606
Episode 168,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825,470.7376186121825
Episode 169,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456,471.57095366620456
Episode 170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 171,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168,471.5709536662168
Episode 172,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026,472.2878107644026
Episode 173,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668,472.9806936552668
Episode 174,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793,472.9806936552793
Episode 175,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918,472.9806936552918
Episode 176,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672,473.6109271699672
Episode 177,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428,474.1842445381428
Episode 178,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527,474.18424453815527
Episode 179,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896,474.7058425381896
Episode 180,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021,474.7058425382021
Episode 181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 182,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553,475.1804337127553
Episode 183,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486,475.6122931585486
Episode 184,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489,476.0053005114489
Episode 185,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149,476.3629776675149
Episode 186,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543,476.6885227122543
Episode 187,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392,476.9848404716392
Episode 188,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956,477.2545700481956
Episode 189,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992,477.2545700481992
Episode 190,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117,477.2545700482117
Episode 191,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242,477.2545700482242
Episode 192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 193,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557,477.5001096618557
Episode 194,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573,477.7115679820573
Episode 195,125.0,125.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,125.0,0.0,0.0
Episode 196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
