,time step 1,time step 2,time step 3,time step 4,time step 5,time step 6,time step 7,time step 8,time step 9,time step 10,time step 11,time step 12,time step 13,time step 14,time step 15,time step 16,time step 17,time step 18,time step 19,time step 20,time step 21,time step 22,time step 23,time step 24,time step 25,time step 26,time step 27,time step 28,time step 29,time step 30,time step 31,time step 32,time step 33,time step 34,time step 35,time step 36
27,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496,1.831972496
28,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154,0.770629154
29,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389,1.487259389
30,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656,0.266127656
31,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948,2.501979948
32,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611,1.243002611
33,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954,2.214260954
34,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237,0.142528237
35,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718,1.307413718
36,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535,0.601123535
37,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971,0.78807971
38,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618,1.58226618
39,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295,2.186114295
40,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276,2.668802276
41,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722,0.906146722
42,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936,1.365839936
43,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352,0.846861352
44,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081,0.483541081
45,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726,0.790727726
46,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903,2.662051903
47,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452,1.582589452
48,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883,1.587368883
49,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939,1.485551939
50,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131,1.728799131
51,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718,2.128725718
52,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637,1.951781637
53,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179,0.696321179
54,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398,2.530190398
55,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758,0.789574758
56,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739,2.245548739
57,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848,0.845409848
58,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355,0.777994355
59,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728,2.159360728
60,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648,1.078548648
61,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527,0.800897527
