,block_dc_mc_1,block_dc_mc_2,block_dc_mc_3,block_dc_mc_4,block_dc_mc_5,block_dc_mc_6,block_dc_mc_7,block_dc_mc_8,block_dc_mc_9,block_dc_mc_10,block_dc_mc_11,block_dc_mc_12,block_dc_mc_13,block_dc_mc_14,block_dc_mc_15,block_dc_mc_16,block_dc_mc_17,block_dc_mc_18,block_dc_mc_19,block_dc_mc_20,block_dc_mc_21,block_dc_mc_22,block_dc_mc_23,block_dc_mc_24,block_dc_mc_25,block_dc_mc_26,block_dc_mc_27,block_dc_mc_28,block_dc_mc_29,block_dc_mc_30,block_dc_mc_31,block_dc_mc_32,block_dc_mc_33,block_dc_mc_34,block_dc_mc_35,block_dc_mc_36
Episode 300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 301,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598,346.6478480444598
Episode 302,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329,432.7489417982329
Episode 303,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428,694.5817210937428
Episode 304,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011,872.8934552461011
Episode 305,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074,848.2983651925074
Episode 306,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267,3024.2897236860267
Episode 307,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828,1134.9882506504828
Episode 308,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222,942.4620921015222
Episode 309,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449,881.6096761637449
Episode 310,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388,493.8585053945388
Episode 311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 312,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735,461.7575733469735
Episode 313,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271,843.5660042900271
Episode 314,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489,768.2651893812489
Episode 315,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548,355.8946842791548
Episode 316,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018,465.9570003490018
Episode 317,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744,354.1723987244744
Episode 318,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786,692.851784540786
Episode 319,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046,597.3034425774046
Episode 320,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514,496.63746459254514
Episode 321,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988,1652.2623597398988
Episode 322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 323,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666,1431.5360244263666
Episode 324,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447,2352.026718232447
Episode 325,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631,7333.144859031631
Episode 326,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246,995.9635372425246
Episode 327,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648,601.5143696869648
Episode 328,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625,353.79137320073625
Episode 329,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357,571.9391687515357
Episode 330,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932,917.9200284254932
Episode 331,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001,5648.970592443001
Episode 332,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455,385.50116578562455
Episode 333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 334,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963,799.5689908547963
Episode 335,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266,973.61314910266
Episode 336,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062,341.9642035815062
Episode 337,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353,507.6918674581353
Episode 338,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604,1108.7745774091604
Episode 339,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189,419.3664661524189
Episode 340,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169,531.8749293665169
Episode 341,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571,7242.629307014571
Episode 342,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638,939.3467021964638
Episode 343,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905,500.9006449310905
Episode 344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 345,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696,449.0558556134696
Episode 346,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495,362.4041690148495
Episode 347,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717,1047.0317425154717
