,time_step 1,time_step 2,time_step 3,time_step 4,time_step 5,time_step 6,time_step 7,time_step 8,time_step 9,time_step 10,time_step 11,time_step 12,time_step 13,time_step 14,time_step 15,time_step 16,time_step 17,time_step 18,time_step 19,time_step 20,time_step 21,time_step 22,time_step 23,time_step 24,time_step 25,time_step 26,time_step 27,time_step 28,time_step 29,time_step 30,time_step 31,time_step 32,time_step 33,time_step 34,time_step 35,time_step 36
Episode 118,2512.139263,3325.059182,3716.480996,4037.891374,4303.340725,4576.228012,4645.328286,4694.292883,4794.864413,4833.474983,4935.451105,4961.111688,5016.788768,4990.067876,5015.010839,5056.86897,5036.190239,5027.389661,5040.073644,5045.918862,5106.445896,5124.780383,5178.986033,5190.861235,5234.506079,5312.880252,5360.573122,5404.315442,5437.936909,5464.686591,5568.011366,5650.823928,5719.223373,5781.916178,5832.544837,5911.171646
Episode 119,2597.681938,3319.568231,3673.422198,3941.931949,4200.147789,4273.216852,4324.959499,4414.383678,4452.588122,4540.12996,4565.490282,4614.228742,4595.800141,4618.589886,4654.730009,4639.812936,4634.234696,4648.217294,4656.44106,4709.07252,4727.207352,4774.50826,4787.180255,4825.718827,4892.587976,4934.346607,4972.834014,5003.003107,5027.509628,5115.306641,5186.304329,5245.486194,5299.978091,5344.568764,5412.089104,5518.378109
Episode 120,2683.22461,3058.085263,3256.902495,3431.07883,3472.310263,3500.70472,3542.221379,3561.449874,3600.226842,3612.628395,3634.320167,3627.562095,3637.774484,3653.403634,3647.384533,3645.140743,3658.227508,3668.785301,3698.044269,3712.659481,3739.57426,3751.781216,3774.913806,3810.038755,3834.493774,3857.540389,3877.035744,3894.106786,3940.082363,3978.914565,4012.717055,4044.517573,4072.098367,4109.427935,4163.254158,4201.867632
Episode 121,2768.767282,3073.078819,3248.808585,3292.027425,3320.115813,3354.215258,3371.391462,3401.257953,3412.016259,3428.869437,3425.217324,3433.334483,3445.131925,3441.327882,3440.081651,3453.242705,3464.506929,3489.130101,3503.192349,3526.055004,3538.305388,3558.387981,3587.088751,3608.087355,3628.054074,3645.443817,3661.068912,3698.524941,3730.820785,3759.479,3786.684815,3810.834956,3842.025423,3885.140271,3917.255477,3935.800208
Episode 122,2854.309958,3034.72019,3064.142781,3080.464314,3096.464966,3104.800089,3117.445116,3122.184712,3129.068218,3127.575697,3130.63713,3135.080368,3133.165225,3132.209903,3144.443671,3155.868394,3172.674377,3185.176767,3201.231104,3212.959243,3227.855773,3246.248565,3261.500204,3276.323862,3290.090374,3303.130527,3327.150717,3349.064936,3369.492636,3389.324735,3407.906458,3429.360198,3455.683234,3477.512924,3493.795958,3512.536971
Episode 123,2939.85263,2875.090939,2853.430681,2836.967705,2826.920359,2814.947649,2808.468595,2800.884016,2798.955126,2794.186908,2788.596779,2787.272008,2785.373332,2795.483254,2806.164785,2813.292685,2823.303104,2830.962252,2841.519734,2849.974009,2856.099754,2864.330654,2872.853927,2882.090361,2891.818633,2900.072358,2909.73845,2920.402911,2931.46896,2943.375973,2953.358126,2960.073202,2969.804473,2983.2612,2995.069402,3009.192499
Episode 124,2036.781877,1724.349309,1601.427408,1534.751119,1463.043091,1403.123269,1339.303803,1302.432047,1259.083309,1225.964702,1197.166978,1191.872923,1144.512326,1114.616134,1066.65031,1052.113847,1040.924585,1022.876719,1026.046428,1019.798835,1013.448666,1006.207579,994.968556,993.966005,998.774449,996.301924,998.429493,1009.269846,998.510605,992.120811,948.418564,955.378975,965.592331,963.956052,970.149497,941.996688
Episode 125,2938.499105,2902.416748,2888.340914,2880.077701,2871.796306,2866.802957,2861.484759,2859.34083,2855.789877,2851.863512,2850.295506,2848.45983,2858.866473,2869.608351,2878.427378,2888.83386,2897.964217,2908.690701,2918.271746,2926.579712,2936.047285,2945.67947,2955.70742,2966.00943,2977.08457,2988.938204,3001.343014,3013.970516,3027.062993,3039.095457,3049.326548,3061.221597,3075.173178,3088.216213,3102.538197,3114.189883
Episode 126,2937.145584,2578.592032,2460.800947,2370.792858,2320.499455,2271.876175,2256.303544,2228.879596,2198.789241,2192.472714,2184.111173,2186.541215,2192.582798,2179.823264,2182.935732,2173.521548,2180.059156,2175.303619,2157.938474,2152.163401,2148.07533,2147.976316,2150.65197,2129.462447,2116.058246,2108.175823,2102.535582,2101.560966,2089.998751,2060.419608,2047.49406,2055.164879,2053.753065,2065.161641,2049.833137,2002.668899
Episode 127,2935.79206,2716.628232,2633.796847,2589.156902,2551.678272,2536.21406,2515.555148,2494.251074,2487.711359,2480.439794,2484.958046,2491.890178,2487.654614,2493.122762,2491.110819,2498.840899,2499.789078,2493.122429,2493.532626,2495.002981,2498.932418,2504.580746,2497.076922,2494.328758,2494.960224,2496.97185,2501.843891,2500.259044,2487.669789,2485.260404,2495.449874,2500.094826,2512.589693,2508.734241,2471.218099,2444.22843
